email_address,institute_sr_no,email_seq
vc@chitkarauniversity.edu.in,852,5
registrar@cmjumeghalaya.edu.in,853,4
vc@cmjumeghalaya.edu.in,853,5
registrar@cmr.edu.in,854,4
vc@cmr.edu.in,854,5
registrar@cvmu.edu.in,855,4
vc@cvmu.edu.in,855,5
registrar@despu.edu.in,856,4
vc@despu.edu.in,856,5
registrar@dituniversity.edu.in,857,4
vc@dituniversity.edu.in,857,5
registrar@drpaiu.edu.in,858,4
vc@drpaiu.edu.in,858,5
registrar@dsu.edu.in,859,4
vc@dsu.edu.in,859,5
registrar@dyp-atu.edu.in,860,4
vc@dyp-atu.edu.in,860,5
registrar@dypatiluniversitypune.edu.in,861,4
vc@dypatiluniversitypune.edu.in,861,5
registrar@dypdpu.edu.in,862,4
vc@dypdpu.edu.in,862,5
registrar@flame.edu.in,863,4
vc@flame.edu.in,863,5
registrar@fsu.edu.in,864,4
vc@fsu.edu.in,864,5
registrar@galgotiasuniversity.edu.in,865,4
vc@galgotiasuniversity.edu.in,865,5
registrar@geetauniversity.edu.in,866,4
vc@geetauniversity.edu.in,866,5
registrar@ggu.edu.in,867,4
vc@ggu.edu.in,867,5
registrar@ghristu.edu.in,868,4
vc@ghristu.edu.in,868,5
registrar@ghrstu.edu.in,869,4
vc@ghrstu.edu.in,869,5
registrar@ghru.edu.in,870,4
vc@ghru.edu.in,870,5
registrar@gmiu.edu.in,871,4
vc@gmiu.edu.in,871,5
registrar@gmu.edu.in,872,4
vc@gmu.edu.in,872,5
registrar@gnauniversity.edu.in,873,4
vc@gnauniversity.edu.in,873,5
registrar@gsfcuni.edu.in,874,4
vc@gsfcuni.edu.in,874,5
registrar@gyanveeruniversity.edu.in,875,4
vc@gyanveeruniversity.edu.in,875,5
registrar@hzu.edu.in,876,4
vc@hzu.edu.in,876,5
registrar@iihmr.edu.in,877,4
vc@iihmr.edu.in,877,5
registrar@indirauniversity.edu.in,878,4
vc@indirauniversity.edu.in,878,5
registrar@indrashiluniversity.edu.in,879,4
vc@indrashiluniversity.edu.in,879,5
registrar@isbmuniversity.edu.in,880,4
vc@isbmuniversity.edu.in,880,5
registrar@iudehradun.edu.in,881,4
vc@iudehradun.edu.in,881,5
registrar@iuhimachal.edu.in,882,4
vc@iuhimachal.edu.in,882,5
registrar@iujaipur.edu.in,883,4
vc@iujaipur.edu.in,883,5
registrar@iujharkhand.edu.in,884,4
vc@iujharkhand.edu.in,884,5
registrar@iumeghalaya.edu.in,885,4
vc@iumeghalaya.edu.in,885,5
registrar@iuraipur.edu.in,886,4
vc@iuraipur.edu.in,886,5
registrar@iusikkim.edu.in,887,4
vc@iusikkim.edu.in,887,5
registrar@iutripura.edu.in,888,4
vc@iutripura.edu.in,888,5
registrar@jauharuniversity.edu.in,889,4
vc@jauharuniversity.edu.in,889,5
registrar@jecrcuniversity.edu.in,890,4
vc@jecrcuniversity.edu.in,890,5
registrar@jklu.edu.in,891,4
vc@jklu.edu.in,891,5
registrar@jku.edu.in,892,4
vc@jku.edu.in,892,5
registrar@jlu.edu.in,893,4
vc@jlu.edu.in,893,5
registrar@jnctpu.edu.in,894,4
vc@jnctpu.edu.in,894,5
registrar@joyuniversity.edu.in,895,4
vc@joyuniversity.edu.in,895,5
registrar@jru.edu.in,896,4
vc@jru.edu.in,896,5
registrar@jssuninoida.edu.in,897,4
vc@jssuninoida.edu.in,897,5
registrar@kaveriuniversity.edu.in,898,4
vc@kaveriuniversity.edu.in,898,5
registrar@kishkindauniversity.edu.in,899,4
vc@kishkindauniversity.edu.in,899,5
registrar@kkmu.edu.in,900,4
vc@kkmu.edu.in,900,5
registrar@kmu.edu.in,901,4
vc@kmu.edu.in,901,5
registrar@knu.edu.in,902,4
vc@knu.edu.in,902,5
registrar@krea.edu.in,903,4
vc@krea.edu.in,903,5
registrar@krmangalam.edu.in,904,4
vc@krmangalam.edu.in,904,5
registrar@ljku.edu.in,905,4
vc@ljku.edu.in,905,5
registrar@lordsuni.edu.in,906,4
vc@lordsuni.edu.in,906,5
registrar@madhavuniversity.edu.in,907,4
vc@madhavuniversity.edu.in,907,5
registrar@mahindrauniversity.edu.in,908,4
vc@mahindrauniversity.edu.in,908,5
registrar@mamuni.edu.in,909,4
vc@mamuni.edu.in,909,5
registrar@manavbhartiuniversity.edu.in,910,4
vc@manavbhartiuniversity.edu.in,910,5
registrar@maya.edu.in,911,4
vc@maya.edu.in,911,5
registrar@mituniversity.edu.in,912,4
vc@mituniversity.edu.in,912,5
registrar@mituniversityindia.edu.in,913,4
vc@mituniversityindia.edu.in,913,5
registrar@mitwpu.edu.in,914,4
vc@mitwpu.edu.in,914,5
registrar@mkuniversity.edu.in,915,4
vc@mkuniversity.edu.in,915,5
registrar@mmyrv.edu.in,916,4
vc@mmyrv.edu.in,916,5
registrar@monad.edu.in,917,4
vc@monad.edu.in,917,5
registrar@mru.edu.in,918,4
vc@mru.edu.in,918,5
registrar@msu.edu.in,919,4
vc@msu.edu.in,919,5
registrar@mvn.edu.in,920,4
vc@mvn.edu.in,920,5
registrar@neftu.edu.in,921,4
vc@neftu.edu.in,921,5
registrar@niu.edu.in,922,4
vc@niu.edu.in,922,5
registrar@nmvuniversity.edu.in,923,4
vc@nmvuniversity.edu.in,923,5
registrar@opjsuniversity.edu.in,924,4
vc@opjsuniversity.edu.in,924,5
registrar@pcu.edu.in,925,4
vc@pcu.edu.in,925,5
registrar@pillai.edu.in,926,4
vc@pillai.edu.in,926,5
registrar@pju.edu.in,927,4
vc@pju.edu.in,927,5
registrar@pkuniversity.edu.in,928,4
vc@pkuniversity.edu.in,928,5
registrar@plaksha.edu.in,929,4
vc@plaksha.edu.in,929,5
registrar@plastindia.edu.in,930,4
vc@plastindia.edu.in,930,5
registrar@poornima.edu.in,931,4
vc@poornima.edu.in,931,5
registrar@pratap.edu.in,932,4
vc@pratap.edu.in,932,5
registrar@prestigeuniversity.edu.in,933,4
vc@prestigeuniversity.edu.in,933,5
registrar@quantumuniversity.edu.in,934,4
vc@quantumuniversity.edu.in,934,5
registrar@rafflesuniversity.edu.in,935,4
vc@rafflesuniversity.edu.in,935,5
registrar@rayatbahrauniversity.edu.in,936,4
vc@rayatbahrauniversity.edu.in,936,5
registrar@rbbsu.edu.in,937,4
vc@rbbsu.edu.in,937,5
registrar@reva.edu.in,938,4
vc@reva.edu.in,938,5
registrar@rnbglobal.edu.in,939,4
vc@rnbglobal.edu.in,939,5
registrar@rsru.edu.in,940,4
vc@rsru.edu.in,940,5
registrar@rvu.edu.in,941,4
vc@rvu.edu.in,941,5
registrar@sabarmatiuniversity.edu.in,942,4
vc@sabarmatiuniversity.edu.in,942,5
registrar@saiuniversity.edu.in,943,4
vc@saiuniversity.edu.in,943,5
registrar@sandipuniversity.edu.in,944,4
vc@sandipuniversity.edu.in,944,5
registrar@sanjivani.edu.in,945,4
vc@sanjivani.edu.in,945,5
registrar@sanskriti.edu.in,946,4
vc@sanskriti.edu.in,946,5
registrar@sarojuniversity.edu.in,947,4
vc@sarojuniversity.edu.in,947,5
registrar@sau.edu.in,948,4
vc@sau.edu.in,948,5
registrar@sbsuniversity.edu.in,949,4
vc@sbsuniversity.edu.in,949,5
registrar@sbup.edu.in,950,4
vc@sbup.edu.in,950,5
registrar@sdmuniversity.edu.in,951,4
vc@sdmuniversity.edu.in,951,5
registrar@sengolinternationaluniversity.edu.in,952,4
vc@sengolinternationaluniversity.edu.in,952,5
registrar@sggswu.edu.in,953,4
vc@sggswu.edu.in,953,5
registrar@sgu.edu.in,954,4
vc@sgu.edu.in,954,5
registrar@sharnbasvauniversity.edu.in,955,4
vc@sharnbasvauniversity.edu.in,955,5
registrar@sikkimalpineuniversity.edu.in,956,4
vc@sikkimalpineuniversity.edu.in,956,5
registrar@smdu.edu.in,957,4
vc@smdu.edu.in,957,5
registrar@smru.edu.in,958,4
vc@smru.edu.in,958,5
registrar@smsu.edu.in,959,4
vc@smsu.edu.in,959,5
registrar@smu.edu.in,960,4
vc@smu.edu.in,960,5
registrar@snpsu.edu.in,961,4
vc@snpsu.edu.in,961,5
registrar@snuchennai.edu.in,962,4
vc@snuchennai.edu.in,962,5
registrar@spusikkim.edu.in,963,4
vc@spusikkim.edu.in,963,5
registrar@srdu.edu.in,964,4
vc@srdu.edu.in,964,5
registrar@srhu.edu.in,965,4
vc@srhu.edu.in,965,5
registrar@sriaurobindouniversity.edu.in,966,4
vc@sriaurobindouniversity.edu.in,966,5
registrar@srisriuniversity.edu.in,967,4
vc@srisriuniversity.edu.in,967,5
registrar@srku.edu.in,968,4
vc@srku.edu.in,968,5
registrar@srmap.edu.in,969,4
vc@srmap.edu.in,969,5
registrar@stjosephuniv.edu.in,970,4
vc@stjosephuniv.edu.in,970,5
registrar@suh.edu.in,971,4
vc@suh.edu.in,971,5
registrar@sushantuniversity.edu.in,972,4
vc@sushantuniversity.edu.in,972,5
registrar@svu.edu.in,973,4
vc@svu.edu.in,973,5
registrar@svus.edu.in,974,4
vc@svus.edu.in,974,5
registrar@svvv.edu.in,975,4
vc@svvv.edu.in,975,5
registrar@swarrnim.edu.in,976,4
vc@swarrnim.edu.in,976,5
registrar@sxuk.edu.in,977,4
vc@sxuk.edu.in,977,5
registrar@tdu.edu.in,978,4
vc@tdu.edu.in,978,5
registrar@theglobaluniversity.edu.in,979,4
vc@theglobaluniversity.edu.in,979,5
registrar@tsm.edu.in,980,4
vc@tsm.edu.in,980,5
registrar@uem.edu.in,981,4
vc@uem.edu.in,981,5
registrar@jaipur.uem.edu.in,982,4
vc@jaipur.uem.edu.in,982,5
registrar@uniteduniversity.edu.in,983,4
vc@uniteduniversity.edu.in,983,5
registrar@universalskilltechuniversity.edu.in,984,4
vc@universalskilltechuniversity.edu.in,984,5
registrar@unwh.edu.in,985,4
vc@unwh.edu.in,985,5
registrar@uot.edu.in,986,4
vc@uot.edu.in,986,5
registrar@vau.edu.in,987,4
vc@vau.edu.in,987,5
registrar@veltechrsap.edu.in,988,4
vc@veltechrsap.edu.in,988,5
registrar@vidya.edu.in,989,4
vc@vidya.edu.in,989,5
registrar@vidyashilp.edu.in,990,4
vc@vidyashilp.edu.in,990,5
registrar@vijaybhoomi.edu.in,991,4
vc@vijaybhoomi.edu.in,991,5
registrar@woxsen.edu.in,992,4
vc@woxsen.edu.in,992,5
registrar@xub.edu.in,993,4
vc@xub.edu.in,993,5
registrar@erauniversity.in,994,4
vc@erauniversity.in,994,5
registrar@futureuniversity.in,995,4
vc@futureuniversity.in,995,5
registrar@gurukashiuniversity.in,996,4
vc@gurukashiuniversity.in,996,5
registrar@himalayiyauniversity.in,997,4
vc@himalayiyauniversity.in,997,5
registrar@iiuedu.in,998,4
vc@iiuedu.in,998,5
registrar@jguni.in,999,4
vc@jguni.in,999,5
registrar@jssstuniv.in,1000,4
vc@jssstuniv.in,1000,5
registrar@kazirangauniversity.in,1001,4
vc@kazirangauniversity.in,1001,5
registrar@lpu.in,1002,4
vc@lpu.in,1002,5
registrar@mangalayatan.in,1003,4
vc@mangalayatan.in,1003,5
registrar@mepedu.in,1004,4
vc@mepedu.in,1004,5
registrar@mindpoweruniversity.in,1005,4
vc@mindpoweruniversity.in,1005,5
registrar@mlcuniv.in,1006,4
vc@mlcuniv.in,1006,5
registrar@niituniversity.in,1007,4
vc@niituniversity.in,1007,5
registrar@ksvuniversity.org.in,1008,4
vc@ksvuniversity.org.in,1008,5
registrar@svu.org.in,1009,4
vc@svu.org.in,1009,5
registrar@orientaluniversity.in,1010,4
vc@orientaluniversity.in,1010,5
registrar@presidencyuniversity.in,1011,4
vc@presidencyuniversity.in,1011,5
registrar@raitechuniversity.in,1012,4
vc@raitechuniversity.in,1012,5
registrar@rbunagpur.in,1013,4
vc@rbunagpur.in,1013,5
registrar@ruj-bsdu.in,1014,4
vc@ruj-bsdu.in,1014,5
registrar@sageuniversity.in,1015,4
vc@sageuniversity.in,1015,5
registrar@sanskaramuniversity.in,1016,4
vc@sanskaramuniversity.in,1016,5
registrar@sauniv.in,1017,4
vc@sauniv.in,1017,5
registrar@sgrduhs.in,1018,4
vc@sgrduhs.in,1018,5
registrar@shyamuniversity.in,1019,4
vc@shyamuniversity.in,1019,5
registrar@soauniversity.in,1020,4
vc@soauniversity.in,1020,5
registrar@universalai.in,1021,4
vc@universalai.in,1021,5
registrar@uudoon.in,1022,4
vc@uudoon.in,1022,5
registrar@atharvauniversity.org,1023,4
vc@atharvauniversity.org,1023,5
registrar@bhartiuniversity.org,1024,4
vc@bhartiuniversity.org,1024,5
registrar@davuniversity.org,1025,4
vc@davuniversity.org,1025,5
registrar@gnuindia.org,1026,4
vc@gnuindia.org,1026,5
registrar@gyanvihar.org,1027,4
vc@gyanvihar.org,1027,5
registrar@homoeopathyuniversity.org,1028,4
vc@homoeopathyuniversity.org,1028,5
registrar@invertis.org,1029,4
vc@invertis.org,1029,5
registrar@itmuniversity.org,1030,4
vc@itmuniversity.org,1030,5
registrar@jagannathuniversity.org,1031,4
vc@jagannathuniversity.org,1031,5
registrar@khongnangthabauniversity.org,1032,4
vc@khongnangthabauniversity.org,1032,5
registrar@mewaruniversity.org,1033,4
vc@mewaruniversity.org,1033,5
registrar@mmambala.org,1034,4
vc@mmambala.org,1034,5
registrar@mmusolan.org,1035,4
vc@mmusolan.org,1035,5
registrar@nimsuniversity.org,1036,4
vc@nimsuniversity.org,1036,5
registrar@rguniversity.org,1037,4
vc@rguniversity.org,1037,5
registrar@rkdfuniversity.org,1038,4
vc@rkdfuniversity.org,1038,5
registrar@seacomskillsuniversity.org,1039,4
vc@seacomskillsuniversity.org,1039,5
registrar@shreeomuniversity.org,1040,4
vc@shreeomuniversity.org,1040,5
registrar@srisaiuniversity.org,1041,4
vc@srisaiuniversity.org,1041,5
registrar@subharti.org,1042,4
vc@subharti.org,1042,5
registrar@gardencity.university,1043,4
vc@gardencity.university,1043,5
